Date,Sun_Pos,Sun_Sign,Sun_Ret,Mon_Pos,Mon_Sign,Mon_Ret,Mar_Pos,Mar_Sign,Mar_Ret,Mer_Pos,Mer_Sign,Mer_Ret,Jup_Pos,Jup_Sign,Jup_Ret,Ven_Pos,Ven_Sign,Ven_Ret,Sat_Pos,Sat_Sign,Sat_Ret,Rah_Pos,Rah_Sign,Rah_Ret,Ket_Pos,Ket_Sign,Ket_Ret,Close
01-01-2019,16.08,9,2,18.15,7,2,5.49,12,2,29.44,8,2,17.39,8,2,29.22,7,2,17.15,9,2,2.45,4,1,2.45,10,1,10862.54981
02-01-2019,17.09,9,2,1.08,8,2,6.29,12,2,1.12,9,2,17.51,8,2,0.21,8,2,17.22,9,2,2.43,4,1,2.43,10,1,10792.5
03-01-2019,18.1,9,2,13.46,8,2,7.09,12,2,2.4,9,2,18.04,8,2,1.21,8,2,17.29,9,2,2.41,4,1,2.41,10,1,10672.25
04-01-2019,19.12,9,2,26.12,8,2,7.5,12,2,4.09,9,2,18.16,8,2,2.21,8,2,17.37,9,2,2.38,4,1,2.38,10,1,10727.35
05-01-2019,20.13,9,2,8.28,9,2,8.3,12,2,5.39,9,2,18.29,8,2,3.22,8,2,17.44,9,2,2.37,4,1,2.37,10,1,
06-01-2019,21.14,9,2,20.34,9,2,9.11,12,2,7.09,9,2,18.41,8,2,4.22,8,2,17.51,9,2,2.36,4,1,2.36,10,1,
07-01-2019,22.15,9,2,2.32,10,2,9.51,12,2,8.39,9,2,18.54,8,2,5.24,8,2,17.58,9,2,2.35,4,1,2.35,10,1,10771.8
08-01-2019,23.16,9,2,14.23,10,2,10.32,12,2,10.1,9,2,19.06,8,2,6.25,8,2,18.05,9,2,2.36,4,1,2.36,10,1,10802.15
09-01-2019,24.17,9,2,26.12,10,2,11.12,12,2,11.42,9,2,19.18,8,2,7.27,8,2,18.12,9,2,2.36,4,1,2.36,10,1,10855.15
10-01-2019,25.19,9,2,7.59,11,2,11.53,12,2,13.13,9,2,19.3,8,2,8.3,8,2,18.19,9,2,2.37,4,1,2.37,10,1,10821.6
11-01-2019,26.2,9,2,19.48,11,2,12.33,12,2,14.46,9,2,19.42,8,2,9.32,8,2,18.26,9,2,2.38,4,1,2.38,10,1,10794.95
12-01-2019,27.21,9,2,1.43,12,2,13.14,12,2,16.18,9,2,19.54,8,2,10.35,8,2,18.33,9,2,2.39,4,1,2.39,10,1,
13-01-2019,28.22,9,2,13.49,12,2,13.54,12,2,17.51,9,2,20.06,8,2,11.39,8,2,18.4,9,2,2.39,4,1,2.39,10,1,
14-01-2019,29.23,9,2,26.09,12,2,14.35,12,2,19.25,9,2,20.18,8,2,12.43,8,2,18.47,9,2,2.39,4,1,2.39,10,1,10737.6
15-01-2019,0.24,10,2,8.48,1,2,15.15,12,2,20.59,9,2,20.3,8,2,13.47,8,2,18.54,9,2,2.39,4,1,2.39,10,1,10886.8
16-01-2019,1.25,10,2,21.5,1,2,15.56,12,2,22.34,9,2,20.42,8,2,14.51,8,2,19.01,9,2,2.39,4,1,2.39,10,1,10890.3
17-01-2019,2.27,10,2,5.18,2,2,16.37,12,2,24.09,9,2,20.53,8,2,15.55,8,2,19.08,9,2,2.39,4,1,2.39,10,1,10905.2
18-01-2019,3.28,10,2,19.14,2,2,17.17,12,2,25.44,9,2,21.05,8,2,17,8,2,19.15,9,2,2.39,4,1,2.39,10,1,10906.95
19-01-2019,4.29,10,2,3.36,3,2,17.58,12,2,27.2,9,2,21.16,8,2,18.05,8,2,19.22,9,2,2.39,4,1,2.39,10,1,
20-01-2019,5.3,10,2,18.22,3,2,18.39,12,2,28.57,9,2,21.28,8,2,19.11,8,2,19.29,9,2,2.39,4,1,2.39,10,1,
21-01-2019,6.31,10,2,3.25,4,2,19.19,12,2,0.34,10,2,21.39,8,2,20.16,8,2,19.36,9,2,2.39,4,1,2.39,10,1,10961.85
22-01-2019,7.32,10,2,18.36,4,2,20,12,2,2.11,10,2,21.5,8,2,21.22,8,2,19.43,9,2,2.39,4,1,2.39,10,1,10922.75
23-01-2019,8.33,10,2,3.46,5,2,20.4,12,2,3.5,10,2,22.02,8,2,22.28,8,2,19.5,9,2,2.39,4,1,2.39,10,1,10831.5
24-01-2019,9.34,10,2,18.45,5,2,21.21,12,2,5.29,10,2,22.13,8,2,23.34,8,2,19.56,9,2,2.38,4,1,2.38,10,1,10849.8
25-01-2019,10.35,10,2,3.27,6,2,22.02,12,2,7.08,10,2,22.24,8,2,24.41,8,2,20.03,9,2,2.37,4,1,2.37,10,1,10780.55
26-01-2019,11.36,10,2,17.45,6,2,22.42,12,2,8.48,10,2,22.35,8,2,25.48,8,2,20.1,9,2,2.36,4,1,2.36,10,1,
27-01-2019,12.37,10,2,1.37,7,2,23.23,12,2,10.29,10,2,22.46,8,2,26.55,8,2,20.17,9,2,2.36,4,1,2.36,10,1,
28-01-2019,13.38,10,2,15.05,7,2,24.04,12,2,12.1,10,2,22.56,8,2,28.02,8,2,20.23,9,2,2.36,4,1,2.36,10,1,10661.55
29-01-2019,14.39,10,2,28.08,7,2,24.44,12,2,13.52,10,2,23.07,8,2,29.09,8,2,20.3,9,2,2.36,4,1,2.36,10,1,10652.2
30-01-2019,15.4,10,2,10.51,8,2,25.25,12,2,15.35,10,2,23.18,8,2,0.17,9,2,20.37,9,2,2.37,4,1,2.37,10,1,10651.8
31-01-2019,16.41,10,2,23.17,8,2,26.06,12,2,17.18,10,2,23.28,8,2,1.24,9,2,20.43,9,2,2.38,4,1,2.38,10,1,10830.95
01-02-2019,17.42,10,2,5.29,9,2,26.46,12,2,19.02,10,2,23.39,8,2,2.32,9,2,20.5,9,2,2.39,4,1,2.39,10,1,10893.65
02-02-2019,18.43,10,2,17.31,9,2,27.27,12,2,20.47,10,2,23.49,8,2,3.4,9,2,20.57,9,2,2.41,4,1,2.41,10,1,
03-02-2019,19.43,10,2,29.26,9,2,28.08,12,2,22.32,10,2,23.59,8,2,4.49,9,2,21.03,9,2,2.41,4,1,2.41,10,1,
04-02-2019,20.44,10,2,11.16,10,2,28.48,12,2,24.18,10,2,24.09,8,2,5.57,9,2,21.1,9,2,2.41,4,1,2.41,10,1,10912.25
05-02-2019,21.45,10,2,23.05,10,2,29.29,12,2,26.04,10,2,24.19,8,2,7.05,9,2,21.16,9,2,2.4,4,1,2.4,10,1,10934.35
06-02-2019,22.46,10,2,4.53,11,2,0.09,1,2,27.51,10,2,24.29,8,2,8.14,9,2,21.22,9,2,2.37,4,1,2.37,10,1,11062.45
07-02-2019,23.47,10,2,16.43,11,2,0.5,1,2,29.39,10,2,24.39,8,2,9.23,9,2,21.29,9,2,2.34,4,1,2.34,10,1,11069.4
08-02-2019,24.48,10,2,28.36,11,2,1.31,1,2,1.27,11,2,24.49,8,2,10.32,9,2,21.35,9,2,2.3,4,1,2.3,10,1,10943.6
09-02-2019,25.48,10,2,10.37,12,2,2.11,1,2,3.15,11,2,24.58,8,2,11.41,9,2,21.41,9,2,2.26,4,1,2.26,10,1,
10-02-2019,26.49,10,2,22.46,12,2,2.52,1,2,5.03,11,2,25.08,8,2,12.5,9,2,21.48,9,2,2.23,4,1,2.23,10,1,
11-02-2019,27.5,10,2,5.07,1,2,3.32,1,2,6.52,11,2,25.17,8,2,13.59,9,2,21.54,9,2,2.2,4,1,2.2,10,1,10888.8
12-02-2019,28.51,10,2,17.43,1,2,4.13,1,2,8.41,11,2,25.27,8,2,15.08,9,2,22,9,2,2.18,4,1,2.18,10,1,10831.4
13-02-2019,29.51,10,2,0.39,2,2,4.54,1,2,10.29,11,2,25.36,8,2,16.18,9,2,22.06,9,2,2.17,4,1,2.17,10,1,10793.65
14-02-2019,0.52,11,2,13.56,2,2,5.34,1,2,12.17,11,2,25.45,8,2,17.28,9,2,22.12,9,2,2.18,4,1,2.18,10,1,10746.05
15-02-2019,1.53,11,2,27.39,2,2,6.15,1,2,14.04,11,2,25.54,8,2,18.37,9,2,22.18,9,2,2.19,4,1,2.19,10,1,10724.4
16-02-2019,2.53,11,2,11.48,3,2,6.55,1,2,15.5,11,2,26.02,8,2,19.47,9,2,22.24,9,2,2.21,4,1,2.21,10,1,
17-02-2019,3.54,11,2,26.22,3,2,7.36,1,2,17.35,11,2,26.11,8,2,20.57,9,2,22.3,9,2,2.22,4,1,2.22,10,1,
18-02-2019,4.54,11,2,11.18,4,2,8.16,1,2,19.18,11,2,26.2,8,2,22.07,9,2,22.36,9,2,2.22,4,1,2.22,10,1,10640.95
19-02-2019,5.55,11,2,26.28,4,2,8.57,1,2,20.59,11,2,26.28,8,2,23.17,9,2,22.42,9,2,2.2,4,1,2.2,10,1,10604.35
20-02-2019,6.55,11,2,11.45,5,2,9.37,1,2,22.38,11,2,26.36,8,2,24.27,9,2,22.48,9,2,2.17,4,1,2.17,10,1,10735.45
21-02-2019,7.56,11,2,26.56,5,2,10.18,1,2,24.13,11,2,26.44,8,2,25.38,9,2,22.53,9,2,2.12,4,1,2.12,10,1,10789.85
22-02-2019,8.56,11,2,11.53,6,2,10.58,1,2,25.44,11,2,26.52,8,2,26.48,9,2,22.59,9,2,2.06,4,1,2.06,10,1,10791.65
23-02-2019,9.57,11,2,26.27,6,2,11.39,1,2,27.11,11,2,27,8,2,27.58,9,2,23.05,9,2,2,4,1,2,10,1,
24-02-2019,10.57,11,2,10.34,7,2,12.19,1,2,28.33,11,2,27.08,8,2,29.09,9,2,23.1,9,2,1.56,4,1,1.56,10,1,
25-02-2019,11.57,11,2,24.11,7,2,12.59,1,2,29.49,11,2,27.16,8,2,0.2,10,2,23.16,9,2,1.52,4,1,1.52,10,1,10880.1
26-02-2019,12.58,11,2,7.19,8,2,13.4,1,2,1,12,2,27.23,8,2,1.3,10,2,23.21,9,2,1.51,4,1,1.51,10,1,10835.3
27-02-2019,13.58,11,2,20.03,8,2,14.2,1,2,2.03,12,2,27.31,8,2,2.41,10,2,23.26,9,2,1.51,4,1,1.51,10,1,10806.65
28-02-2019,14.58,11,2,2.25,9,2,15.01,1,2,2.59,12,2,27.38,8,2,3.52,10,2,23.32,9,2,1.52,4,1,1.52,10,1,10792.5
01-03-2019,15.59,11,2,14.32,9,2,15.41,1,2,3.46,12,2,27.45,8,2,5.03,10,2,23.37,9,2,1.54,4,1,1.54,10,1,10863.5
02-03-2019,16.59,11,2,26.28,9,2,16.21,1,2,4.25,12,2,27.52,8,2,6.14,10,2,23.42,9,2,1.55,4,1,1.55,10,1,
03-03-2019,17.59,11,2,8.17,10,2,17.01,1,2,4.56,12,2,27.59,8,2,7.25,10,2,23.47,9,2,1.55,4,1,1.55,10,1,
04-03-2019,18.59,11,2,20.04,10,2,17.42,1,2,5.17,12,2,28.05,8,2,8.36,10,2,23.52,9,2,1.53,4,1,1.53,10,1,
05-03-2019,19.59,11,2,1.51,11,2,18.22,1,2,5.29,12,2,28.12,8,2,9.47,10,2,23.57,9,2,1.48,4,1,1.48,10,1,10987.45
06-03-2019,21,11,2,13.41,11,2,19.02,1,2,5.31,12,1,28.18,8,2,10.59,10,2,24.02,9,2,1.42,4,1,1.42,10,1,11053
07-03-2019,22,11,2,25.37,11,2,19.43,1,2,5.24,12,1,28.24,8,2,12.1,10,2,24.07,9,2,1.33,4,1,1.33,10,1,11058.2
08-03-2019,23,11,2,7.4,12,2,20.23,1,2,5.09,12,1,28.3,8,2,13.21,10,2,24.12,9,2,1.23,4,1,1.23,10,1,11035.4
09-03-2019,24,11,2,19.5,12,2,21.03,1,2,4.44,12,1,28.36,8,2,14.33,10,2,24.16,9,2,1.13,4,1,1.13,10,1,
10-03-2019,25,11,2,2.1,1,2,21.43,1,2,4.12,12,1,28.42,8,2,15.44,10,2,24.21,9,2,1.03,4,1,1.03,10,1,
11-03-2019,26,11,2,14.4,1,2,22.23,1,2,3.33,12,1,28.47,8,2,16.56,10,2,24.26,9,2,0.55,4,1,0.55,10,1,11168.05
12-03-2019,27,11,2,27.23,1,2,23.04,1,2,2.48,12,1,28.53,8,2,18.07,10,2,24.3,9,2,0.48,4,1,0.48,10,1,11301.2
13-03-2019,28,11,2,10.2,2,2,23.44,1,2,1.58,12,1,28.58,8,2,19.19,10,2,24.34,9,2,0.44,4,1,0.44,10,1,11341.7
14-03-2019,29,11,2,23.34,2,2,24.24,1,2,1.04,12,1,29.03,8,2,20.3,10,2,24.39,9,2,0.43,4,1,0.43,10,1,11343.25
15-03-2019,29.59,11,2,7.07,3,2,25.04,1,2,0.08,12,1,29.08,8,2,21.42,10,2,24.43,9,2,0.43,4,1,0.43,10,1,11426.85
16-03-2019,0.59,12,2,21.02,3,2,25.44,1,2,29.11,11,1,29.13,8,2,22.54,10,2,24.47,9,2,0.44,4,1,0.44,10,1,
17-03-2019,1.59,12,2,5.18,4,2,26.24,1,2,28.13,11,1,29.17,8,2,24.06,10,2,24.51,9,2,0.44,4,1,0.44,10,1,
18-03-2019,2.59,12,2,19.56,4,2,27.04,1,2,27.17,11,1,29.21,8,2,25.17,10,2,24.55,9,2,0.42,4,1,0.42,10,1,11462.2
19-03-2019,3.58,12,2,4.49,5,2,27.44,1,2,26.24,11,1,29.26,8,2,26.29,10,2,24.59,9,2,0.38,4,1,0.38,10,1,11532.4
20-03-2019,4.58,12,2,19.53,5,2,28.24,1,2,25.34,11,1,29.3,8,2,27.41,10,2,25.03,9,2,0.32,4,1,0.32,10,1,11521.05
21-03-2019,5.58,12,2,4.58,6,2,29.04,1,2,24.48,11,1,29.34,8,2,28.53,10,2,25.07,9,2,0.23,4,1,0.23,10,1,
22-03-2019,6.57,12,2,19.53,6,2,29.44,1,2,24.06,11,1,29.37,8,2,0.05,11,2,25.1,9,2,0.13,4,1,0.13,10,1,11456.9
23-03-2019,7.57,12,2,4.31,7,2,0.24,2,2,23.3,11,1,29.41,8,2,1.17,11,2,25.14,9,2,0.03,4,1,0.03,10,1,
24-03-2019,8.56,12,2,18.44,7,2,1.04,2,2,23,11,1,29.44,8,2,2.29,11,2,25.18,9,2,29.53,3,1,29.53,9,1,
25-03-2019,9.56,12,2,2.28,8,2,1.44,2,2,22.36,11,1,29.47,8,2,3.41,11,2,25.21,9,2,29.46,3,1,29.46,9,1,11354.25
26-03-2019,10.55,12,2,15.43,8,2,2.23,2,2,22.18,11,1,29.5,8,2,4.53,11,2,25.24,9,2,29.41,3,1,29.41,9,1,11483.25
27-03-2019,11.55,12,2,28.31,8,2,3.03,2,2,22.06,11,1,29.53,8,2,6.05,11,2,25.28,9,2,29.38,3,1,29.38,9,1,11445.05
28-03-2019,12.54,12,2,10.57,9,2,3.43,2,2,21.59,11,1,29.56,8,2,7.18,11,2,25.31,9,2,29.37,3,1,29.37,9,1,11570
29-03-2019,13.53,12,2,23.05,9,2,4.23,2,2,21.59,11,2,29.58,8,2,8.3,11,2,25.34,9,2,29.38,3,1,29.38,9,1,11623.9
30-03-2019,14.53,12,2,5,10,2,5.02,2,2,22.04,11,2,0.01,9,2,9.42,11,2,25.37,9,2,29.38,3,1,29.38,9,1,
31-03-2019,15.52,12,2,16.49,10,2,5.42,2,2,22.15,11,2,0.03,9,2,10.54,11,2,25.4,9,2,29.36,3,1,29.36,9,1,
01-04-2019,16.51,12,2,28.36,10,2,6.22,2,2,22.3,11,2,0.05,9,2,12.07,11,2,25.43,9,2,29.33,3,1,29.33,9,1,11669.15
02-04-2019,17.5,12,2,10.25,11,2,7.02,2,2,22.51,11,2,0.06,9,2,13.19,11,2,25.45,9,2,29.27,3,1,29.27,9,1,11713.2
03-04-2019,18.5,12,2,22.2,11,2,7.41,2,2,23.17,11,2,0.08,9,2,14.31,11,2,25.48,9,2,29.18,3,1,29.18,9,1,11643.95
04-04-2019,19.49,12,2,4.23,12,2,8.21,2,2,23.47,11,2,0.09,9,2,15.44,11,2,25.51,9,2,29.06,3,1,29.06,9,1,11598
05-04-2019,20.48,12,2,16.37,12,2,9.01,2,2,24.21,11,2,0.1,9,2,16.56,11,2,25.53,9,2,28.53,3,1,28.53,9,1,11665.95
06-04-2019,21.47,12,2,29.01,12,2,9.4,2,2,24.59,11,2,0.11,9,2,18.08,11,2,25.55,9,2,28.39,3,1,28.39,9,1,
07-04-2019,22.46,12,2,11.37,1,2,10.2,2,2,25.41,11,2,0.12,9,2,19.21,11,2,25.58,9,2,28.26,3,1,28.26,9,1,
08-04-2019,23.45,12,2,24.24,1,2,10.59,2,2,26.27,11,2,0.13,9,2,20.33,11,2,26,9,2,28.14,3,1,28.14,9,1,11604.5
09-04-2019,24.44,12,2,7.22,2,2,11.39,2,2,27.16,11,2,0.13,9,2,21.46,11,2,26.02,9,2,28.05,3,1,28.05,9,1,11671.95
10-04-2019,25.43,12,2,20.32,2,2,12.19,2,2,28.09,11,2,0.13,9,2,22.58,11,2,26.04,9,2,27.59,3,1,27.59,9,1,11584.3
11-04-2019,26.42,12,2,3.54,3,2,12.58,2,2,29.04,11,2,0.13,9,1,24.11,11,2,26.06,9,2,27.56,3,1,27.56,9,1,11596.7
12-04-2019,27.41,12,2,17.29,3,2,13.38,2,2,0.03,12,2,0.13,9,1,25.23,11,2,26.08,9,2,27.55,3,1,27.55,9,1,11643.45
13-04-2019,28.4,12,2,1.19,4,2,14.17,2,2,1.04,12,2,0.13,9,1,26.36,11,2,26.09,9,2,27.55,3,1,27.55,9,1,
14-04-2019,29.39,12,2,15.23,4,2,14.56,2,2,2.08,12,2,0.12,9,1,27.48,11,2,26.11,9,2,27.54,3,1,27.54,9,1,
15-04-2019,0.37,1,2,29.42,4,2,15.36,2,2,3.14,12,2,0.12,9,1,29.01,11,2,26.13,9,2,27.52,3,1,27.52,9,1,11690.35
16-04-2019,1.36,1,2,14.14,5,2,16.15,2,2,4.23,12,2,0.11,9,1,0.13,12,2,26.14,9,2,27.48,3,1,27.48,9,1,11787.15
17-04-2019,2.35,1,2,28.54,5,2,16.55,2,2,5.34,12,2,0.1,9,1,1.26,12,2,26.15,9,2,27.41,3,1,27.41,9,1,
18-04-2019,3.33,1,2,13.37,6,2,17.34,2,2,6.48,12,2,0.09,9,1,2.38,12,2,26.16,9,2,27.31,3,1,27.31,9,1,11752.8
19-04-2019,4.32,1,2,28.14,6,2,18.13,2,2,8.04,12,2,0.07,9,1,3.51,12,2,26.18,9,2,27.2,3,1,27.2,9,1,
20-04-2019,5.31,1,2,12.38,7,2,18.53,2,2,9.21,12,2,0.05,9,1,5.04,12,2,26.19,9,2,27.08,3,1,27.08,9,1,
21-04-2019,6.29,1,2,26.43,7,2,19.32,2,2,10.41,12,2,0.04,9,1,6.16,12,2,26.2,9,2,26.57,3,1,26.57,9,1,
22-04-2019,7.28,1,2,10.24,8,2,20.11,2,2,12.03,12,2,0.02,9,1,7.29,12,2,26.2,9,2,26.48,3,1,26.48,9,1,11594.45
23-04-2019,8.26,1,2,23.39,8,2,20.5,2,2,13.27,12,2,29.59,8,1,8.41,12,2,26.21,9,2,26.42,3,1,26.42,9,1,11575.95
24-04-2019,9.25,1,2,6.29,9,2,21.3,2,2,14.53,12,2,29.57,8,1,9.54,12,2,26.22,9,2,26.39,3,1,26.39,9,1,11726.15
25-04-2019,10.23,1,2,18.58,9,2,22.09,2,2,16.21,12,2,29.54,8,1,11.07,12,2,26.22,9,2,26.37,3,1,26.37,9,1,11641.8
26-04-2019,11.22,1,2,1.08,10,2,22.48,2,2,17.51,12,2,29.52,8,1,12.2,12,2,26.23,9,2,26.37,3,1,26.37,9,1,11754.65
27-04-2019,12.2,1,2,13.06,10,2,23.27,2,2,19.22,12,2,29.49,8,1,13.32,12,2,26.23,9,2,26.37,3,1,26.37,9,1,
28-04-2019,13.18,1,2,24.57,10,2,24.06,2,2,20.56,12,2,29.46,8,1,14.45,12,2,26.23,9,2,26.36,3,1,26.36,9,1,
