Date,Sun_Pos,Sun_Sign,Sun_Ret,Mon_Pos,Mon_Sign,Mon_Ret,Mar_Pos,Mar_Sign,Mar_Ret,Mer_Pos,Mer_Sign,Mer_Ret,Jup_Pos,Jup_Sign,Jup_Ret,Ven_Pos,Ven_Sign,Ven_Ret,Sat_Pos,Sat_Sign,Sat_Ret,Rah_Pos,Rah_Sign,Rah_Ret,Ket_Pos,Ket_Sign,Ket_Ret,Close
30-08-2019,12.13,5,2,5.54,5,2,13.22,5,2,7.12,5,2,20.54,8,2,16.33,5,2,20.05,9,1,22.27,3,1,22.27,9,1,11023.25
31-08-2019,13.11,5,2,21.11,5,2,14,5,2,9.11,5,2,20.57,8,2,17.47,5,2,20.03,9,1,22.2,3,1,22.2,9,1,
01-09-2019,14.09,5,2,6.25,6,2,14.38,5,2,11.09,5,2,21.01,8,2,19.02,5,2,20.01,9,1,22.12,3,1,22.12,9,1,
02-09-2019,15.07,5,2,21.27,6,2,15.16,5,2,13.07,5,2,21.04,8,2,20.16,5,2,20,9,1,22.05,3,1,22.05,9,1,
03-09-2019,16.05,5,2,6.07,7,2,15.54,5,2,15.04,5,2,21.08,8,2,21.3,5,2,19.58,9,1,21.58,3,1,21.58,9,1,10797.9
04-09-2019,17.04,5,2,20.21,7,2,16.33,5,2,17,5,2,21.12,8,2,22.45,5,2,19.57,9,1,21.53,3,1,21.53,9,1,10844.65
05-09-2019,18.02,5,2,4.07,8,2,17.11,5,2,18.55,5,2,21.17,8,2,23.59,5,2,19.55,9,1,21.5,3,1,21.5,9,1,10847.9
06-09-2019,19,5,2,17.24,8,2,17.49,5,2,20.49,5,2,21.21,8,2,25.14,5,2,19.54,9,1,21.49,3,1,21.49,9,1,10946.2
07-09-2019,19.58,5,2,0.17,9,2,18.28,5,2,22.42,5,2,21.26,8,2,26.28,5,2,19.53,9,1,21.49,3,1,21.49,9,1,
08-09-2019,20.56,5,2,12.49,9,2,19.06,5,2,24.33,5,2,21.31,8,2,27.43,5,2,19.52,9,1,21.5,3,1,21.5,9,1,
09-09-2019,21.55,5,2,25.06,9,2,19.44,5,2,26.24,5,2,21.36,8,2,28.57,5,2,19.51,9,1,21.51,3,1,21.51,9,1,11003.05
10-09-2019,22.53,5,2,7.1,10,2,20.22,5,2,28.14,5,2,21.41,8,2,0.12,6,2,19.5,9,1,21.49,3,1,21.49,9,1,
11-09-2019,23.51,5,2,19.07,10,2,21.01,5,2,0.02,6,2,21.46,8,2,1.26,6,2,19.49,9,1,21.46,3,1,21.46,9,1,11035.7
12-09-2019,24.49,5,2,1,11,2,21.39,5,2,1.49,6,2,21.51,8,2,2.41,6,2,19.49,9,1,21.4,3,1,21.4,9,1,10982.8
13-09-2019,25.48,5,2,12.51,11,2,22.17,5,2,3.36,6,2,21.57,8,2,3.55,6,2,19.48,9,1,21.31,3,1,21.31,9,1,11075.9
14-09-2019,26.46,5,2,24.42,11,2,22.56,5,2,5.21,6,2,22.03,8,2,5.1,6,2,19.48,9,1,21.2,3,1,21.2,9,1,
15-09-2019,27.45,5,2,6.36,12,2,23.34,5,2,7.05,6,2,22.09,8,2,6.24,6,2,19.47,9,1,21.08,3,1,21.08,9,1,
16-09-2019,28.43,5,2,18.32,12,2,24.12,5,2,8.47,6,2,22.15,8,2,7.39,6,2,19.47,9,1,20.55,3,1,20.55,9,1,11003.5
17-09-2019,29.41,5,2,0.34,1,2,24.51,5,2,10.29,6,2,22.21,8,2,8.53,6,2,19.47,9,1,20.43,3,1,20.43,9,1,10817.6
18-09-2019,0.4,6,2,12.42,1,2,25.29,5,2,12.1,6,2,22.27,8,2,10.08,6,2,19.47,9,1,20.33,3,1,20.33,9,1,10840.65
19-09-2019,1.38,6,2,24.59,1,2,26.07,5,2,13.5,6,2,22.34,8,2,11.22,6,2,19.47,9,2,20.25,3,1,20.25,9,1,10704.8
20-09-2019,2.37,6,2,7.28,2,2,26.46,5,2,15.28,6,2,22.4,8,2,12.37,6,2,19.47,9,2,20.2,3,1,20.2,9,1,11274.2
21-09-2019,3.36,6,2,20.11,2,2,27.24,5,2,17.06,6,2,22.47,8,2,13.51,6,2,19.47,9,2,20.18,3,1,20.18,9,1,
22-09-2019,4.34,6,2,3.12,3,2,28.03,5,2,18.43,6,2,22.54,8,2,15.06,6,2,19.47,9,2,20.17,3,1,20.17,9,1,
23-09-2019,5.33,6,2,16.36,3,2,28.41,5,2,20.18,6,2,23.01,8,2,16.2,6,2,19.48,9,2,20.17,3,1,20.17,9,1,11600.2
24-09-2019,6.32,6,2,0.24,4,2,29.2,5,2,21.53,6,2,23.09,8,2,17.35,6,2,19.48,9,2,20.17,3,1,20.17,9,1,11588.2
25-09-2019,7.3,6,2,14.38,4,2,29.58,5,2,23.27,6,2,23.16,8,2,18.49,6,2,19.49,9,2,20.15,3,1,20.15,9,1,11440.2
26-09-2019,8.29,6,2,29.17,4,2,0.37,6,2,24.59,6,2,23.23,8,2,20.04,6,2,19.5,9,2,20.11,3,1,20.11,9,1,11571.2
27-09-2019,9.28,6,2,14.16,5,2,1.15,6,2,26.31,6,2,23.31,8,2,21.19,6,2,19.5,9,2,20.04,3,1,20.04,9,1,11512.4
28-09-2019,10.27,6,2,29.29,5,2,1.54,6,2,28.02,6,2,23.39,8,2,22.33,6,2,19.51,9,2,19.54,3,1,19.54,9,1,
29-09-2019,11.26,6,2,14.44,6,2,2.32,6,2,29.32,6,2,23.47,8,2,23.48,6,2,19.52,9,2,19.43,3,1,19.43,9,1,
30-09-2019,12.25,6,2,29.51,6,2,3.11,6,2,1.01,7,2,23.55,8,2,25.02,6,2,19.53,9,2,19.32,3,1,19.32,9,1,11474.45
01-10-2019,13.24,6,2,14.39,7,2,3.49,6,2,2.29,7,2,24.03,8,2,26.17,6,2,19.55,9,2,19.22,3,1,19.22,9,1,11359.9
02-10-2019,14.23,6,2,29.01,7,2,4.28,6,2,3.57,7,2,24.11,8,2,27.31,6,2,19.56,9,2,19.14,3,1,19.14,9,1,
03-10-2019,15.22,6,2,12.54,8,2,5.06,6,2,5.23,7,2,24.2,8,2,28.46,6,2,19.57,9,2,19.09,3,1,19.09,9,1,11314
04-10-2019,16.21,6,2,26.17,8,2,5.45,6,2,6.48,7,2,24.28,8,2,0.01,7,2,19.59,9,2,19.06,3,1,19.06,9,1,11174.75
05-10-2019,17.2,6,2,9.13,9,2,6.24,6,2,8.12,7,2,24.37,8,2,1.15,7,2,20,9,2,19.05,3,1,19.05,9,1,
06-10-2019,18.19,6,2,21.45,9,2,7.02,6,2,9.35,7,2,24.46,8,2,2.3,7,2,20.02,9,2,19.05,3,1,19.05,9,1,
07-10-2019,19.18,6,2,4,10,2,7.41,6,2,10.58,7,2,24.55,8,2,3.44,7,2,20.04,9,2,19.04,3,1,19.04,9,1,11126.4
08-10-2019,20.17,6,2,16.02,10,2,8.2,6,2,12.19,7,2,25.04,8,2,4.59,7,2,20.06,9,2,19.03,3,1,19.03,9,1,
09-10-2019,21.17,6,2,27.56,10,2,8.58,6,2,13.39,7,2,25.13,8,2,6.14,7,2,20.08,9,2,18.58,3,1,18.58,9,1,11313.3
10-10-2019,22.16,6,2,9.46,11,2,9.37,6,2,14.57,7,2,25.22,8,2,7.28,7,2,20.1,9,2,18.51,3,1,18.51,9,1,11234.55
11-10-2019,23.15,6,2,21.37,11,2,10.16,6,2,16.15,7,2,25.32,8,2,8.43,7,2,20.12,9,2,18.42,3,1,18.42,9,1,11305.05
12-10-2019,24.14,6,2,3.3,12,2,10.54,6,2,17.31,7,2,25.41,8,2,9.57,7,2,20.14,9,2,18.29,3,1,18.29,9,1,
13-10-2019,25.14,6,2,15.28,12,2,11.33,6,2,18.46,7,2,25.51,8,2,11.12,7,2,20.16,9,2,18.16,3,1,18.16,9,1,
14-10-2019,26.13,6,2,27.33,12,2,12.12,6,2,19.59,7,2,26.01,8,2,12.26,7,2,20.19,9,2,18.01,3,1,18.01,9,1,11341.15
15-10-2019,27.12,6,2,9.45,1,2,12.51,6,2,21.1,7,2,26.11,8,2,13.41,7,2,20.21,9,2,17.48,3,1,17.48,9,1,11428.3
16-10-2019,28.12,6,2,22.05,1,2,13.29,6,2,22.2,7,2,26.21,8,2,14.56,7,2,20.24,9,2,17.36,3,1,17.36,9,1,11464
17-10-2019,29.11,6,2,4.34,2,2,14.08,6,2,23.28,7,2,26.31,8,2,16.1,7,2,20.27,9,2,17.27,3,1,17.27,9,1,11586.35
18-10-2019,0.11,7,2,17.13,2,2,14.47,6,2,24.34,7,2,26.41,8,2,17.25,7,2,20.3,9,2,17.21,3,1,17.21,9,1,11661.85
19-10-2019,1.1,7,2,0.04,3,2,15.26,6,2,25.37,7,2,26.51,8,2,18.39,7,2,20.32,9,2,17.18,3,1,17.18,9,1,
20-10-2019,2.1,7,2,13.09,3,2,16.05,6,2,26.38,7,2,27.01,8,2,19.54,7,2,20.35,9,2,17.17,3,1,17.17,9,1,
21-10-2019,3.1,7,2,26.31,3,2,16.44,6,2,27.37,7,2,27.12,8,2,21.08,7,2,20.39,9,2,17.17,3,1,17.17,9,1,
22-10-2019,4.09,7,2,10.12,4,2,17.23,6,2,28.32,7,2,27.22,8,2,22.23,7,2,20.42,9,2,17.17,3,1,17.17,9,1,11588.35
23-10-2019,5.09,7,2,24.13,4,2,18.02,6,2,29.24,7,2,27.33,8,2,23.38,7,2,20.45,9,2,17.15,3,1,17.15,9,1,11604.1
24-10-2019,6.09,7,2,8.36,5,2,18.4,6,2,0.12,8,2,27.44,8,2,24.52,7,2,20.48,9,2,17.12,3,1,17.12,9,1,11582.6
25-10-2019,7.08,7,2,23.16,5,2,19.19,6,2,0.56,8,2,27.55,8,2,26.07,7,2,20.52,9,2,17.05,3,1,17.05,9,1,11583.9
26-10-2019,8.08,7,2,8.09,6,2,19.58,6,2,1.36,8,2,28.06,8,2,27.21,7,2,20.55,9,2,16.57,3,1,16.57,9,1,
27-10-2019,9.08,7,2,23.08,6,2,20.37,6,2,2.11,8,2,28.17,8,2,28.36,7,2,20.59,9,2,16.47,3,1,16.47,9,1,11627.15
28-10-2019,10.08,7,2,8.02,7,2,21.16,6,2,2.4,8,2,28.28,8,2,29.5,7,2,21.02,9,2,16.36,3,1,16.36,9,1,
29-10-2019,11.08,7,2,22.44,7,2,21.55,6,2,3.03,8,2,28.39,8,2,1.05,8,2,21.06,9,2,16.27,3,1,16.27,9,1,11786.85
30-10-2019,12.08,7,2,7.04,8,2,22.35,6,2,3.19,8,2,28.5,8,2,2.2,8,2,21.1,9,2,16.19,3,1,16.19,9,1,11844.1
31-10-2019,13.08,7,2,20.58,8,2,23.14,6,2,3.29,8,2,29.02,8,2,3.34,8,2,21.14,9,2,16.14,3,1,16.14,9,1,11877.45
01-11-2019,14.08,7,2,4.25,9,2,23.53,6,2,3.3,8,1,29.13,8,2,4.49,8,2,21.18,9,2,16.11,3,1,16.11,9,1,11890.6
02-11-2019,15.08,7,2,17.25,9,2,24.32,6,2,3.23,8,1,29.25,8,2,6.03,8,2,21.22,9,2,16.1,3,1,16.1,9,1,
03-11-2019,16.08,7,2,0.02,10,2,25.11,6,2,3.06,8,1,29.36,8,2,7.18,8,2,21.26,9,2,16.11,3,1,16.11,9,1,
04-11-2019,17.08,7,2,12.2,10,2,25.5,6,2,2.41,8,1,29.48,8,2,8.32,8,2,21.3,9,2,16.12,3,1,16.12,9,1,11941.3
05-11-2019,18.08,7,2,24.23,10,2,26.29,6,2,2.05,8,1,0,9,2,9.47,8,2,21.35,9,2,16.11,3,1,16.11,9,1,11917.2
06-11-2019,19.08,7,2,6.18,11,2,27.08,6,2,1.2,8,1,0.12,9,2,11.01,8,2,21.39,9,2,16.1,3,1,16.1,9,1,11966.05
07-11-2019,20.08,7,2,18.09,11,2,27.48,6,2,0.26,8,1,0.24,9,2,12.16,8,2,21.44,9,2,16.06,3,1,16.06,9,1,12012.05
08-11-2019,21.09,7,2,0,12,2,28.27,6,2,29.23,7,1,0.36,9,2,13.3,8,2,21.48,9,2,15.59,3,1,15.59,9,1,11908.15
09-11-2019,22.09,7,2,11.57,12,2,29.06,6,2,28.13,7,1,0.48,9,2,14.45,8,2,21.53,9,2,15.51,3,1,15.51,9,1,
10-11-2019,23.09,7,2,24,12,2,29.45,6,2,26.58,7,1,1,9,2,15.59,8,2,21.58,9,2,15.41,3,1,15.41,9,1,
11-11-2019,24.09,7,2,6.14,1,2,0.25,7,2,25.39,7,1,1.12,9,2,17.14,8,2,22.02,9,2,15.31,3,1,15.31,9,1,11913.45
12-11-2019,25.1,7,2,18.38,1,2,1.04,7,2,24.19,7,1,1.24,9,2,18.28,8,2,22.07,9,2,15.21,3,1,15.21,9,1,
13-11-2019,26.1,7,2,1.13,2,2,1.43,7,2,23.01,7,1,1.37,9,2,19.43,8,2,22.12,9,2,15.13,3,1,15.13,9,1,11840.45
14-11-2019,27.1,7,2,14,2,2,2.22,7,2,21.47,7,1,1.49,9,2,20.57,8,2,22.17,9,2,15.07,3,1,15.07,9,1,11872.1
15-11-2019,28.11,7,2,26.59,2,2,3.02,7,2,20.39,7,1,2.02,9,2,22.12,8,2,22.22,9,2,15.03,3,1,15.03,9,1,11895.45
16-11-2019,29.11,7,2,10.08,3,2,3.41,7,2,19.39,7,1,2.14,9,2,23.26,8,2,22.27,9,2,15.01,3,1,15.01,9,1,
17-11-2019,0.12,8,2,23.29,3,2,4.21,7,2,18.5,7,1,2.27,9,2,24.41,8,2,22.32,9,2,15.01,3,1,15.01,9,1,
18-11-2019,1.12,8,2,7.02,4,2,5,7,2,18.12,7,1,2.39,9,2,25.55,8,2,22.38,9,2,15.02,3,1,15.02,9,1,11884.5
19-11-2019,2.12,8,2,20.47,4,2,5.39,7,2,17.46,7,1,2.52,9,2,27.1,8,2,22.43,9,2,15.04,3,1,15.04,9,1,11940.1
20-11-2019,3.13,8,2,4.45,5,2,6.19,7,2,17.31,7,1,3.05,9,2,28.24,8,2,22.48,9,2,15.04,3,1,15.04,9,1,11999.1
21-11-2019,4.14,8,2,18.55,5,2,6.58,7,2,17.27,7,2,3.18,9,2,29.38,8,2,22.54,9,2,15.03,3,1,15.03,9,1,11968.4
22-11-2019,5.14,8,2,3.16,6,2,7.38,7,2,17.35,7,2,3.31,9,2,0.53,9,2,22.59,9,2,15,3,1,15,9,1,11914.4
23-11-2019,6.15,8,2,17.44,6,2,8.17,7,2,17.53,7,2,3.43,9,2,2.07,9,2,23.05,9,2,14.56,3,1,14.56,9,1,
24-11-2019,7.15,8,2,2.16,7,2,8.57,7,2,18.2,7,2,3.56,9,2,3.22,9,2,23.1,9,2,14.5,3,1,14.5,9,1,
25-11-2019,8.16,8,2,16.44,7,2,9.37,7,2,18.55,7,2,4.09,9,2,4.36,9,2,23.16,9,2,14.44,3,1,14.44,9,1,12073.75
26-11-2019,9.17,8,2,1.03,8,2,10.16,7,2,19.38,7,2,4.23,9,2,5.51,9,2,23.22,9,2,14.39,3,1,14.39,9,1,12037.7
27-11-2019,10.18,8,2,15.06,8,2,10.56,7,2,20.28,7,2,4.36,9,2,7.05,9,2,23.27,9,2,14.34,3,1,14.34,9,1,12100.7
28-11-2019,11.18,8,2,28.5,8,2,11.35,7,2,21.23,7,2,4.49,9,2,8.19,9,2,23.33,9,2,14.31,3,1,14.31,9,1,12151.15
29-11-2019,12.19,8,2,12.12,9,2,12.15,7,2,22.24,7,2,5.02,9,2,9.34,9,2,23.39,9,2,14.3,3,1,14.3,9,1,12056.05
30-11-2019,13.2,8,2,25.12,9,2,12.55,7,2,23.29,7,2,5.15,9,2,10.48,9,2,23.45,9,2,14.31,3,1,14.31,9,1,
01-12-2019,14.21,8,2,7.5,10,2,13.34,7,2,24.38,7,2,5.28,9,2,12.02,9,2,23.51,9,2,14.32,3,1,14.32,9,1,
02-12-2019,15.21,8,2,20.11,10,2,14.14,7,2,25.5,7,2,5.42,9,2,13.17,9,2,23.57,9,2,14.34,3,1,14.34,9,1,12048.2
03-12-2019,16.22,8,2,2.17,11,2,14.54,7,2,27.05,7,2,5.55,9,2,14.31,9,2,24.03,9,2,14.36,3,1,14.36,9,1,11994.2
04-12-2019,17.23,8,2,14.14,11,2,15.34,7,2,28.23,7,2,6.09,9,2,15.45,9,2,24.09,9,2,14.36,3,1,14.36,9,1,12043.2
05-12-2019,18.24,8,2,26.06,11,2,16.13,7,2,29.43,7,2,6.22,9,2,17,9,2,24.15,9,2,14.36,3,1,14.36,9,1,12018.4
06-12-2019,19.25,8,2,7.59,12,2,16.53,7,2,1.04,8,2,6.35,9,2,18.14,9,2,24.22,9,2,14.35,3,1,14.35,9,1,11921.5
07-12-2019,20.26,8,2,19.56,12,2,17.33,7,2,2.27,8,2,6.49,9,2,19.28,9,2,24.28,9,2,14.32,3,1,14.32,9,1,
08-12-2019,21.27,8,2,2.03,1,2,18.13,7,2,3.52,8,2,7.02,9,2,20.42,9,2,24.34,9,2,14.29,3,1,14.29,9,1,
09-12-2019,22.28,8,2,14.22,1,2,18.53,7,2,5.17,8,2,7.16,9,2,21.57,9,2,24.41,9,2,14.25,3,1,14.25,9,1,11937.5
10-12-2019,23.29,8,2,26.56,1,2,19.32,7,2,6.44,8,2,7.29,9,2,23.11,9,2,24.47,9,2,14.21,3,1,14.21,9,1,11856.8
11-12-2019,24.3,8,2,9.45,2,2,20.12,7,2,8.11,8,2,7.43,9,2,24.25,9,2,24.53,9,2,14.18,3,1,14.18,9,1,11910.15
12-12-2019,25.3,8,2,22.51,2,2,20.52,7,2,9.39,8,2,7.57,9,2,25.39,9,2,25,9,2,14.16,3,1,14.16,9,1,11971.8
13-12-2019,26.31,8,2,6.13,3,2,21.32,7,2,11.08,8,2,8.1,9,2,26.53,9,2,25.06,9,2,14.15,3,1,14.15,9,1,12086.7
14-12-2019,27.32,8,2,19.48,3,2,22.12,7,2,12.37,8,2,8.24,9,2,28.07,9,2,25.13,9,2,14.15,3,1,14.15,9,1,
15-12-2019,28.33,8,2,3.35,4,2,22.52,7,2,14.06,8,2,8.38,9,2,29.21,9,2,25.19,9,2,14.16,3,1,14.16,9,1,
16-12-2019,29.34,8,2,17.32,4,2,23.32,7,2,15.36,8,2,8.51,9,2,0.35,10,2,25.26,9,2,14.17,3,1,14.17,9,1,12053.95
17-12-2019,0.36,9,2,1.36,5,2,24.12,7,2,17.07,8,2,9.05,9,2,1.49,10,2,25.33,9,2,14.18,3,1,14.18,9,1,12165
18-12-2019,1.37,9,2,15.44,5,2,24.52,7,2,18.38,8,2,9.19,9,2,3.03,10,2,25.39,9,2,14.19,3,1,14.19,9,1,12221.65
19-12-2019,2.38,9,2,29.55,5,2,25.32,7,2,20.09,8,2,9.33,9,2,4.17,10,2,25.46,9,2,14.19,3,1,14.19,9,1,12259.7
20-12-2019,3.39,9,2,14.06,6,2,26.12,7,2,21.4,8,2,9.46,9,2,5.31,10,2,25.53,9,2,14.19,3,1,14.19,9,1,12271.8
21-12-2019,4.4,9,2,28.15,6,2,26.52,7,2,23.11,8,2,10,9,2,6.45,10,2,26,9,2,14.19,3,1,14.19,9,1,
22-12-2019,5.41,9,2,12.2,7,2,27.32,7,2,24.43,8,2,10.14,9,2,7.59,10,2,26.06,9,2,14.18,3,1,14.18,9,1,
23-12-2019,6.42,9,2,26.19,7,2,28.13,7,2,26.15,8,2,10.28,9,2,9.13,10,2,26.13,9,2,14.17,3,1,14.17,9,1,12262.75
24-12-2019,7.43,9,2,10.07,8,2,28.53,7,2,27.48,8,2,10.41,9,2,10.27,10,2,26.2,9,2,14.16,3,1,14.16,9,1,12214.55
25-12-2019,8.44,9,2,23.44,8,2,29.33,7,2,29.2,8,2,10.55,9,2,11.41,10,2,26.27,9,2,14.15,3,1,14.15,9,1,
26-12-2019,9.45,9,2,7.06,9,2,0.13,8,2,0.53,9,2,11.09,9,2,12.54,10,2,26.34,9,2,14.15,3,1,14.15,9,1,12126.55
27-12-2019,10.47,9,2,20.13,9,2,0.53,8,2,2.26,9,2,11.23,9,2,14.08,10,2,26.41,9,2,14.15,3,1,14.15,9,1,12245.8
28-12-2019,11.48,9,2,3.03,10,2,1.34,8,2,3.59,9,2,11.37,9,2,15.22,10,2,26.48,9,2,14.15,3,1,14.15,9,1,
29-12-2019,12.49,9,2,15.37,10,2,2.14,8,2,5.33,9,2,11.51,9,2,16.36,10,2,26.55,9,2,14.15,3,1,14.15,9,1,
30-12-2019,13.5,9,2,27.56,10,2,2.54,8,2,7.06,9,2,12.04,9,2,17.49,10,2,27.02,9,2,14.15,3,1,14.15,9,1,12255.85
31-12-2019,14.51,9,2,10.02,11,2,3.35,8,2,8.41,9,2,12.18,9,2,19.03,10,2,27.09,9,2,14.15,3,1,14.15,9,1,12168.45
